"","sector","aislacion","calefactor","humedad","consumo","velocidad","temperatura"
"1","sector2","NO",11.1824938930095,15.525923388766,22.0512837069863,21.7444532144732,-2.91925420961102
"2","sector1","NO",13.404519399208,14.653695910484,21.2915429741444,24.7513798099048,0.270381168995689
"3","sector2","NO",0.0957506941631436,12.1212384675155,15.2655843016604,23.33631852418,-3.7338826316888
"4","sector2","NO",2.30138062033802,13.8377126648381,17.6712836738103,23.3475376611267,-2.95110880001696
"5","sector3","NO",2.33839309308678,13.9843734405544,18.3742295292346,36.6126449728628,3.07202749537903
"6","sector3","SI",7.6610615055544,12.2179681685265,40.1465206881846,30.172598647361,2.23563161751649
"7","sector3","NO",5.60157663298996,8.74605447317093,9.50421879911093,25.105947817822,0.453012199010745
"8","sector2","SI",16.6418538235021,15.5494171288342,45.9278412358419,32.4640739463932,-0.69829996548229
"9","sector2","NO",7.69567950501343,12.3508840574944,11.679876076498,23.2572822429422,-1.6331787699168
"10","sector2","SI",0.537336375663351,11.8382308872283,42.8740398627632,29.6361815229801,-1.2116288262126
"11","sector3","NO",34.2178091390019,16.3707729942146,18.157989777333,23.3231007431744,-0.986395869275175
"12","sector3","NO",2.61022657621652,16.4183572090096,20.6507755382661,27.2114584376472,2.11067904086628
"13","sector3","NO",9.73437757189286,18.6194509428153,18.8963967826408,29.0768046752971,2.49041954082249
"14","sector2","NO",17.3325064397397,15.2080337159344,11.6259630094769,20.785923745804,-2.78142868194819
"15","sector3","NO",3.33636668045074,17.8238661765473,22.2393440817292,25.1935696205411,1.20170480470457
"16","sector3","NO",5.51228164229542,17.9106558277895,21.9912269308676,22.8100351824956,0.763600508160619
"17","sector2","NO",16.0840133382919,14.9780857318945,16.5239801540771,36.1678291722252,-2.46018244722069
"18","sector2","SI",2.77951711323112,8.68334268947205,33.0722278885485,23.6804928444589,-2.12309012651707
"19","sector3","NO",4.21348434872925,12.5570178708164,13.2175564514784,22.1500404131123,1.73069924117019
"20","sector3","NO",15.4516760008109,11.9860229538146,16.2994231016223,28.2971164581056,1.82392670556983
"21","sector3","NO",19.2000597148182,15.7398850767469,21.9504327517406,21.6237256440883,1.62901613236744
"22","sector2","SI",0.561400819887338,14.939010541306,50.1394348538082,29.7218996392817,-1.26006545884012
"23","sector3","NO",0.0811611455172653,12.8250860327801,18.4822740559567,24.385438329762,1.17555431086905
"24","sector3","SI",5.54692457895726,13.2103751227124,42.7260753503233,32.213471162576,2.25981238387882
"25","sector3","SI",4.92197275161743,12.0837081497675,41.8957079302694,26.5478587069188,0.924664318284132
"26","sector1","NO",35.4454443396485,11.1690904474057,7.76018789220307,20.8076329058207,1.25196618188249
"27","sector1","SI",20.9228734257345,NA,43.1110301752551,30.7690008656353,1.82156262354183
"28","sector1","NO",10.1205395530434,15.2627092610986,19.0337394339195,28.1706246013842,2.71761035952059
"29","sector3","SI",2.77417241115527,14.7000208727465,42.0791339372311,Inf,0.463531114425301
"30","sector1","NO",0.102315712720156,11.2502305645351,10.1762679909013,25.0316141809909,0.104235898142925
"31","sector2","NO",0.707205017097294,16.2290760448478,19.5952905587901,27.1794186714072,-0.445512751414295
"32","sector2","NO",27.283652628443,16.3240394452653,20.1067772515779,23.7376285716529,-2.38700435812408
"33","sector3","NO",0.0359469478257271,11.7824770493378,16.792388593473,19.0217058049779,-0.172964399061361
"34","sector1","NO",8.22511460271795,16.474342712816,16.1036578444635,23.1945278017965,1.45858461469931
"35","sector2","NO",8.35028891409648,15.096275414385,19.7471548052839,25.8715471144629,-1.54535242327785
"36","sector1","NO",15.1103031999412,13.1429443916056,9.01199603143072,37.2473190668572,0.196961562331875
"37","sector1","NO",14.1494734390619,14.0718503887227,13.2002942027295,27.0131607888151,0.659207643002213
"38","sector2","SI",18.5829688600245,11.6850959834816,38.8679614688853,32.5378691600975,-2.61260736050957
"39","sector3","SI",12.4851905922861,13.6530552570556,42.8243623960031,20.7028795283926,-0.663167003854188
"40","sector3","NO",1.3640623120591,12.0485213169261,11.403155530723,32.464588829039,3.35427359264801
"41","sector3","NO",17.6903847969117,12.4345622393298,18.0828795337365,32.9316516039317,1.98659854579326
"42","sector1","NO",6.66170362848788,14.7385838954583,16.5346075927343,21.7182729329709,1.31965393564949
"43","sector3","SI",10.7541803452642,17.5223131523613,51.4696010123552,23.4814395267021,0.937624531382828
"44","sector3","NO",4.53582160640508,12.9298497733418,14.1912503764429,26.398640189472,1.24909352630967
"45","sector2","SI",10.9309696215661,17.7057711585758,53.169225553864,39.1960583995881,-0.478891309546483
"46","sector3","SI",21.7260904783819,18.5711684888001,55.8360486727875,25.1785013289548,0.876705082639916
"47","sector3","SI",1.35340039530913,12.932655245693,41.1006228326397,34.9216194907554,4.42742694329271
"48","sector3","SI",30.9783831553302,13.335297585078,39.2925810880917,24.4712738115149,0.95757351819054
"49","sector1","NO",2.92637262346664,15.7761184778431,16.3024147017396,23.8618612195812,1.06357698175317
"50","sector3","NO",6.58908422105014,9.565598607603,13.6723012087764,27.1295958923313,1.81515599537382
"51","sector2","NO",7.59089811060717,13.9208653741311,16.347492452898,21.9878439200558,-1.32717987114582
"52","sector3","NO",7.40504122302458,13.4713155165624,16.8711069456346,23.7147892617181,0.857909733522301
"53","sector3","NO",4.39469281118363,16.3127695516265,18.397348900762,21.9941325327669,0.0268619311504239
"54","sector1","NO",1.03051735088229,13.5836632592105,12.5546166651531,26.6455400697602,2.06187185016608
"55","sector1","SI",1.33368707967591,6.96953230615497,26.2065892459938,26.3132648145824,1.1324427183719
"56","sector3","SI",0.847103533599684,13.9895135605423,44.9482632756046,25.7142293455794,0.577063846848604
"57","sector1","SI",4.27776735994647,9.43199385348641,35.6765836878301,25.8390583230715,1.92678354461954
"58","sector3","NO",0.118462682702149,16.1777512827437,21.5887475718682,42.8771992964586,2.13763672760386
"59","sector3","SI",4.57513255998492,12.168912332743,34.2747567941728,24.2481800313328,-0.435801114596222
"60","sector2","NO",2.14125755708665,17.0252479426084,18.1636677500824,28.4479598915377,-1.64320435590297
"61","sector2","NO",12.5328167244316,14.0361088218982,22.1463278866443,29.7077667735466,-2.48161465551001
"62","sector3","NO",2.1254324997342,15.7583638244043,19.191609325215,34.9601193072638,3.96403822719137
"63","sector1","NO",18.9422310507836,16.7116084787397,16.1197037780279,32.9741698573152,-0.126229971511587
"64","sector2","NO",10.9999700603464,17.3810773236129,21.8731144063949,24.6348658130939,-1.98501668576768
"65","sector2","NO",0.888998534835214,12.553654113801,14.7312894767377,32.3602234107401,-1.01641925394189
"66","sector3","SI",21.6301668189764,16.4011761411686,54.8076813900659,29.228638295026,2.69691819511429
"67","sector2","NO",2.08569746464491,11.8478667483548,13.8387331345602,28.7370047440019,-1.36919507822112
"68","sector2","SI",4.96746029704809,15.4055966086035,49.682326552579,33.7667698535968,-1.45510927280247
"69","sector2","NO",2.54256535321474,13.1818321195099,16.8994585247831,19.0406775806381,-2.59087080087646
"70","sector2","NO",23.6015122557495,14.8994264345292,21.1858796685107,21.0942590311852,-3.73916441847727
"71","sector3","NO",42.1040974904723,13.6618614490828,18.0689414198516,35.610576417917,1.95864151557027
"72","sector3","NO",4.03874639421701,17.2345186898194,23.2333399658621,26.7269628539592,1.98120338103376
"73","sector1","NO",35.4071852179542,11.7447169076963,9.53576314613118,28.6514010945679,1.50657348205555
"74","sector1","NO",2.7418546192348,12.9942879508601,17.3414165639535,19.1312889347856,0.0835324887068609
"75","sector2","SI",17.5552225104513,8.18578891222618,27.906185663859,20.1995709629291,-1.06867420588494
"76","sector1","SI",0.594836156004811,19.0466973785589,57.1666974407175,24.0018145427139,1.3120093111358
"77","sector3","SI",0.512997297818475,13.3999554130353,45.790818029866,26.7685747242194,0.805170829537879
"78","sector3","SI",4.7447408128138,14.1185021712287,44.9208068317375,28.7422636111233,3.87998579143416
"79","sector2","SI",9.33352464768005,14.4159592901207,49.1114360087466,24.3560556508052,-2.62695009081507
"80","sector1","SI",6.99114144363072,10.9219240939255,36.6706536537937,35.4528724082965,4.76919294828119
"81","sector1","NO",1.8101107665888,14.088777062645,14.6481209722725,26.7514504345479,0.683224782231654
"82","sector2","NO",4.258549422957,11.4844376922912,14.4274253315571,24.6490885592716,-3.94663025892419
"83","sector2","NO",3.74190515414185,11.7493831531377,16.6165612740294,24.7187267113632,-1.25619189048893
"84","sector3","NO",2.88588132709265,10.9782553201663,10.9830116613727,27.0131934085904,-0.292428328237704
"85","sector3","NO",7.25377071606827,17.5142886705629,21.8813269443197,28.8777234197003,2.15322212437904
"86","sector3","NO",1.93584829103202,15.6305608594325,18.5024492758828,25.8962476637143,0.377990013743757
"87","sector2","NO",4.8285650415346,6.94334987702134,8.42184271665675,25.060960351643,-3.69036937305871
"88","sector2","NO",6.11335849855095,11.2130133887939,15.1695793651085,33.3893863017042,-0.657171814826471
"89","sector3","NO",2.9502776497975,14.4768590034149,15.51142629811,21.3772596157924,1.50252997592288
"90","sector3","NO",16.6861814997139,13.9362781849926,13.099498302366,24.1794625895201,0.371279363722173
"91","sector2","NO",12.1461396939577,16.2087153669306,17.0918429677229,30.3053562838942,-0.46326611665206
"92","sector3","NO",31.6896756721621,15.7448959550018,17.5267734284014,24.6162329178391,0.652456886189211
"93","sector2","NO",1.50691691786051,15.1305405492419,16.6601869990288,23.5540300492468,-1.70335686642449
"94","sector1","SI",16.3768569309813,12.4578413820949,42.7225021829444,20.0017081600021,-0.862193367052044
"95","sector3","SI",36.2537384014127,14.6345679255191,45.0235260064573,28.5590585606625,1.32051354577199
"96","sector3","SI",1.75547062343028,17.254823325882,56.2840522628439,26.7235804127928,1.1098311148645
"97","sector3","NO",19.2174629486146,14.6069125682819,14.9342079245265,28.5872561280098,2.96213217247078
"98","sector3","NO",3.00031494521201,13.1686090371255,13.9934835515436,28.1306692213109,1.66875725699481
"99","sector3","NO",21.192694621763,9.87366089096894,11.7301041989983,23.7827617231574,2.15890873498849
